[64, 65, 69, 76, 93, 26, 73, 78, 58, 19, 25, 80, 21, 13, 31, 92, 41, 26, 93, 86, 59, 78, 14, 10, 5, 26, 46, 57, 45, 70, 1, 86, 1, 7, 54, 92, 43, 48, 87, 68, 47, 75, 85, 65, 49, 33, 2, 90, 53, 51, 30, 89, 24, 36, 1, 83, 56, 16, 12, 94, 52, 95, 72, 89, 36, 29, 53, 56, 13, 67, 5, 12, 47, 9, 1, 77, 54, 29, 92, 24, 59, 2, 26, 19, 19, 84, 3, 78, 38, 96, 88, 35, 5, 40, 91, 42, 80, 77, 94, 54, 89, 32, 31, 74, 85, 32, 25, 51, 28, 23, 99, 83, 93, 98, 70, 30, 49, 71, 4, 80, 39, 36, 83, 97, 70, 36, 86, 89, 28, 61, 53, 13, 22, 90, 100, 25, 90, 60, 67, 61, 87, 71, 36, 97, 5, 54, 30, 84, 3, 81, 64, 73, 20, 43, 44, 53, 1, 11, 9, 44, 64, 8, 11, 12, 37, 90, 47, 81, 79, 80, 87, 50, 45, 96, 20, 13, 98, 30, 16, 5, 9, 63, 91, 50, 2, 91, 22, 66, 49, 48, 53, 48, 84, 58, 47, 86, 14, 8, 81, 69, 73, 83, 27, 97, 44, 79, 43, 37, 41, 96, 65, 69, 25, 11, 44, 34, 67, 30, 78, 17, 57, 84, 35]
[78, 48, 12, 82, 82, 9, 28, 72, 4, 66, 9, 2, 25, 23, 25, 94, 10, 92, 54, 99, 80, 35, 95, 87, 29, 33, 14, 21, 19, 11, 38, 12, 47, 1, 90, 39, 28, 47, 8, 63, 54, 35, 7, 91, 94, 10, 78, 18, 9, 61, 55, 9, 46, 25, 90, 76, 66, 35, 72, 24, 100, 3, 44, 61, 74, 94, 38, 22, 16, 85, 47, 100, 19, 28, 61, 9, 92, 70, 50, 20, 85, 17, 36, 18, 71, 84, 90, 44, 77, 46, 33, 12, 54, 77, 71, 4, 28, 39, 77, 84, 93, 36, 11, 42, 98, 21, 66, 73, 48, 83, 79, 72, 14, 5, 42, 7, 57, 60, 30, 5, 79, 41, 71, 21, 54, 40, 95, 49, 81, 18, 40, 65, 78, 8, 25, 97, 75, 22, 35, 83, 9, 69, 87, 34, 27, 82, 30, 57, 36, 46, 83, 54, 86, 65, 90, 58, 58, 25, 20, 84, 93, 1, 7, 37, 70, 23, 13, 13, 87, 51, 39, 74, 89, 55, 75, 89, 88, 53, 33, 31, 5, 53, 52, 28, 39, 20, 52, 38, 83, 93, 61, 92, 95, 57, 45, 44, 50, 32, 15, 65, 6, 71, 62, 60, 19, 50, 71, 4, 58, 88, 80, 7, 94, 58, 98, 82, 96, 87, 58, 24, 20, 32, 27]
[29, 18, 23, 90, 39, 34, 8, 39, 80, 11, 11, 82, 21, 26, 23, 34, 70, 82, 18, 94, 6, 23, 88, 6, 100, 11, 43, 16, 74, 34, 58, 58, 25, 37, 96, 48, 48, 31, 12, 7, 5, 59, 54, 41, 81, 50, 2, 97, 78, 52, 64, 33, 32, 55, 4, 53, 17, 2, 8, 88, 32, 50, 89, 13, 26, 30, 82, 33, 54, 55, 6, 43, 92, 20, 57, 56, 67, 67, 7, 60, 38, 23, 8, 86, 56, 51, 11, 77, 8, 13, 96, 24, 68, 69, 87, 39, 26, 81, 47, 48, 62, 65, 71, 92, 58, 12, 13, 88, 67, 28, 17, 73, 26, 5, 68, 33, 39, 85, 49, 4, 34, 15, 66, 44, 2, 59, 31, 69, 1, 56, 95, 3, 5, 43, 23, 19, 75, 9, 33, 29, 91, 81, 52, 19, 53, 100, 94, 63, 40, 66, 83, 17, 63, 97, 45, 2, 79, 84, 50, 33, 92, 21, 48, 76, 42, 1, 90, 15, 18, 48, 51, 35, 87, 98, 58, 98, 88, 11, 40, 47, 49, 89, 51, 64, 34, 52, 8, 91, 78, 47, 25, 70, 6, 84, 95, 74, 50, 84, 23, 27, 85, 22, 10, 40, 74, 31, 66, 92, 58, 46, 9, 2, 94, 22, 60, 40, 72, 82, 53, 73, 33, 56, 65]
[100, 43, 78, 32, 40, 33, 63, 53, 12, 88, 12, 2, 71, 56, 93, 69, 49, 73, 71, 2, 71, 41, 50, 57, 69, 24, 46, 15, 16, 12, 49, 64, 64, 33, 95, 80, 47, 63, 24, 74, 32, 100, 81, 42, 24, 21, 31, 80, 44, 5, 8, 77, 8, 5, 36, 67, 21, 72, 88, 28, 20, 83, 51, 71, 58, 79, 42, 37, 69, 82, 59, 42, 72, 58, 92, 49, 31, 46, 70, 42, 22, 6, 32, 95, 66, 83, 91, 17, 56, 80, 24, 77, 49, 95, 30, 82, 31, 87, 67, 38, 40, 74, 26, 69, 16, 4, 98, 63, 89, 59, 42, 29, 36, 29, 77, 86, 46, 89, 69, 95, 73, 97, 42, 6, 54, 61, 72, 49, 46, 66, 67, 27, 99, 18, 53, 91, 55, 12, 67, 88, 26, 42, 91, 83, 11, 9, 22, 7, 20, 96, 18, 5, 22, 60, 18, 53, 81, 95, 65, 43, 8, 56, 78, 35, 93, 31, 10, 83, 89, 49, 83, 11, 12, 11, 65, 8, 58, 56, 94, 63, 72, 89, 43, 32, 27, 41, 26, 36, 57, 92, 45, 85, 18, 94, 74, 14, 54, 42, 89, 87, 21, 29, 85, 77, 47, 49, 45, 77, 31, 62, 76, 91, 4, 53, 91, 51, 53, 11, 91, 78, 77, 75, 68]
[26, 4, 40, 82, 12, 34, 93, 8, 92, 79, 23, 1, 92, 34, 78, 51, 17, 80, 99, 16, 40, 57, 33, 90, 34, 59, 1, 75, 26, 88, 7, 97, 85, 45, 71, 7, 48, 72, 84, 58, 9, 68, 9, 73, 22, 74, 42, 37, 94, 55, 4, 14, 77, 49, 58, 21, 54, 70, 37, 6, 41, 56, 31, 76, 71, 19, 8, 49, 94, 83, 86, 38, 19, 86, 12, 53, 85, 30, 56, 32, 88, 76, 24, 96, 15, 55, 99, 73, 58, 39, 56, 39, 20, 7, 70, 17, 66, 32, 10, 55, 62, 33, 83, 72, 79, 63, 69, 9, 75, 35, 32, 2, 13, 55, 72, 55, 89, 45, 69, 94, 72, 1, 6, 15, 37, 50, 21, 76, 95, 40, 48, 79, 96, 94, 43, 49, 11, 28, 85, 89, 97, 22, 70, 82, 46, 56, 91, 22, 66, 65, 41, 81, 21, 46, 57, 74, 65, 98, 39, 7, 92, 54, 6, 24, 69, 20, 14, 46, 68, 62, 16, 10, 69, 85, 31, 43, 34, 37, 30, 87, 80, 35, 32, 27, 38, 35, 72, 49, 38, 1, 94, 30, 45, 65, 55, 52, 66, 30, 8, 37, 31, 61, 18, 58, 74, 46, 80, 70, 85, 99, 84, 68, 18, 14, 35, 50, 27, 27, 60, 16, 7, 75, 16]
[31, 21, 31, 33, 88, 6, 78, 68, 63, 57, 54, 90, 2, 36, 42, 68, 30, 53, 61, 73, 84, 44, 12, 58, 14, 41, 95, 20, 42, 17, 98, 95, 89, 11, 72, 40, 80, 51, 57, 90, 17, 74, 89, 91, 42, 5, 29, 87, 66, 13, 22, 42, 45, 93, 34, 86, 19, 72, 75, 68, 59, 79, 50, 90, 93, 9, 34, 67, 57, 59, 37, 55, 60, 78, 27, 28, 48, 2, 80, 58, 61, 36, 5, 32, 24, 44, 5, 55, 43, 2, 82, 3, 10, 7, 86, 3, 72, 100, 54, 55, 39, 24, 11, 24, 79, 62, 98, 99, 42, 5, 35, 40, 80, 14, 83, 75, 51, 73, 67, 40, 18, 12, 55, 87, 19, 19, 16, 81, 65, 4, 61, 45, 98, 27, 39, 79, 2, 8, 52, 92, 38, 86, 89, 73, 12, 69, 8, 14, 49, 6, 69, 54, 78, 14, 44, 83, 87, 5, 41, 33, 97, 74, 22, 47, 42, 100, 69, 49, 65, 20, 34, 85, 71, 87, 36, 74, 46, 97, 85, 36, 12, 45, 58, 67, 21, 99, 87, 70, 38, 61, 82, 12, 71, 84, 41, 76, 78, 66, 33, 27, 12, 9, 78, 97, 94, 20, 50, 31, 65, 15, 82, 61, 71, 3, 92, 90, 51, 86, 76, 87, 19, 44, 14]
[81, 30, 66, 60, 73, 34, 33, 100, 66, 65, 41, 81, 36, 39, 97, 66, 68, 63, 81, 89, 87, 73, 15, 61, 82, 38, 98, 44, 22, 46, 71, 82, 56, 77, 73, 18, 24, 35, 20, 42, 94, 16, 54, 92, 23, 54, 30, 69, 2, 79, 94, 8, 90, 39, 25, 70, 88, 83, 29, 74, 27, 71, 73, 41, 85, 43, 38, 5, 41, 59, 84, 84, 53, 62, 80, 28, 51, 82, 82, 97, 46, 61, 62, 22, 48, 72, 32, 77, 79, 41, 1, 69, 88, 61, 86, 34, 96, 29, 76, 39, 48, 99, 79, 16, 17, 5, 27, 93, 7, 44, 56, 72, 79, 83, 73, 60, 5, 76, 22, 16, 46, 36, 78, 2, 10, 74, 42, 15, 61, 29, 1, 97, 37, 76, 44, 77, 5, 29, 19, 46, 49, 33, 30, 93, 84, 5, 38, 78, 48, 72, 4, 31, 14, 63, 54, 12, 24, 6, 19, 87, 97, 74, 7, 58, 60, 16, 29, 94, 73, 20, 27, 100, 71, 28, 8, 97, 75, 61, 84, 19, 14, 60, 8, 52, 91, 72, 76, 38, 85, 95, 2, 82, 47, 39, 96, 90, 33, 55, 39, 32, 16, 54, 79, 89, 67, 4, 5, 69, 4, 25, 24, 5, 17, 49, 44, 11, 31, 21, 84, 65, 82, 29, 12]
[96, 88, 80, 82, 54, 74, 23, 97, 40, 45, 30, 77, 39, 51, 81, 78, 15, 76, 17, 68, 18, 73, 68, 84, 9, 75, 68, 46, 68, 63, 14, 13, 54, 10, 89, 32, 43, 71, 96, 75, 76, 98, 61, 10, 36, 41, 57, 60, 1, 40, 49, 64, 81, 37, 98, 27, 11, 44, 61, 57, 33, 28, 20, 18, 38, 34, 93, 21, 29, 25, 11, 3, 90, 48, 32, 69, 5, 54, 10, 37, 80, 47, 43, 27, 11, 58, 5, 43, 18, 57, 8, 79, 22, 9, 92, 73, 10, 15, 58, 40, 51, 82, 34, 1, 74, 1, 6, 56, 47, 85, 27, 33, 34, 92, 93, 89, 96, 47, 100, 64, 75, 36, 51, 87, 51, 25, 90, 100, 79, 61, 11, 29, 73, 14, 81, 99, 5, 33, 68, 10, 4, 74, 39, 50, 93, 56, 74, 27, 55, 28, 33, 62, 19, 10, 28, 64, 81, 96, 53, 51, 97, 26, 45, 4, 58, 90, 8, 47, 79, 81, 44, 20, 93, 87, 10, 53, 10, 38, 56, 100, 98, 13, 34, 35, 96, 76, 74, 53, 75, 73, 95, 45, 96, 57, 69, 48, 8, 43, 22, 68, 74, 97, 41, 78, 14, 43, 40, 25, 66, 66, 79, 100, 95, 92, 41, 72, 9, 4, 84, 5, 7, 11, 42]
[33, 57, 10, 25, 33, 34, 78, 64, 5, 67, 17, 20, 99, 37, 25, 97, 57, 18, 37, 57, 45, 36, 4, 89, 44, 33, 76, 33, 63, 63, 7, 25, 68, 75, 77, 42, 76, 85, 70, 94, 4, 77, 73, 82, 70, 63, 81, 8, 73, 19, 17, 61, 23, 72, 8, 73, 85, 4, 77, 70, 100, 89, 59, 36, 21, 96, 8, 20, 80, 28, 44, 22, 45, 33, 25, 65, 90, 32, 51, 83, 43, 46, 83, 94, 70, 73, 75, 50, 97, 50, 20, 1, 7, 63, 72, 21, 35, 4, 81, 31, 66, 15, 4, 85, 73, 55, 54, 3, 54, 26, 25, 5, 81, 38, 51, 21, 87, 22, 96, 96, 87, 23, 99, 46, 86, 60, 28, 56, 13, 71, 94, 83, 21, 87, 24, 61, 5, 23, 42, 36, 56, 40, 92, 63, 53, 56, 43, 54, 66, 30, 88, 80, 34, 90, 90, 80, 18, 52, 77, 2, 30, 29, 10, 40, 22, 75, 55, 51, 84, 17, 35, 39, 40, 43, 68, 8, 97, 20, 1, 47, 99, 68, 73, 87, 50, 45, 42, 94, 92, 35, 84, 52, 34, 6, 70, 51, 66, 81, 99, 19, 49, 2, 21, 13, 51, 28, 89, 80, 35, 19, 57, 23, 21, 49, 27, 44, 54, 23, 41, 7, 26, 7, 37]
[50, 16, 48, 95, 78, 88, 19, 21, 4, 94, 52, 23, 52, 21, 85, 60, 5, 35, 73, 21, 39, 67, 54, 65, 27, 93, 31, 100, 53, 38, 51, 94, 22, 61, 53, 74, 54, 86, 78, 83, 81, 59, 2, 90, 40, 36, 54, 33, 100, 23, 6, 40, 93, 83, 17, 35, 85, 70, 72, 43, 36, 88, 13, 44, 46, 15, 8, 26, 72, 65, 14, 4, 1, 95, 92, 8, 82, 57, 27, 5, 75, 43, 67, 2, 86, 44, 79, 13, 4, 24, 67, 85, 17, 73, 19, 46, 8, 40, 12, 3, 32, 2, 74, 1, 50, 87, 13, 73, 16, 3, 10, 84, 35, 29, 74, 24, 93, 48, 29, 14, 36, 29, 30, 69, 71, 69, 13, 41, 61, 55, 56, 24, 87, 93, 38, 48, 57, 100, 70, 91, 29, 85, 16, 63, 17, 58, 25, 4, 19, 37, 76, 90, 46, 90, 13, 4, 23, 55, 86, 51, 37, 77, 98, 9, 53, 65, 70, 60, 1, 14, 61, 96, 100, 50, 59, 27, 74, 43, 5, 5, 13, 26, 1, 88, 54, 75, 59, 65, 35, 51, 36, 42, 35, 88, 4, 79, 95, 93, 3, 60, 92, 31, 52, 7, 66, 51, 84, 58, 39, 2, 89, 48, 61, 82, 4, 92, 1, 34, 34, 71, 87, 48, 43]
